Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
60,2,0,1,9,23,4,7,0
39,4,2,2,4,37,4,7,0
36,1,10,2,6,61,2,8,0
25,3,28,2,6,54,2,17,0
40,1,3,4,4,60,5,13,0
40,2,39,5,9,58,3,3,0
57,1,3,2,6,24,5,1,0
26,2,23,2,2,36,3,4,0
41,2,46,2,4,51,2,6,0
29,2,41,4,3,44,1,18,0
29,4,22,4,9,24,2,19,0
49,4,8,4,9,56,5,8,1
19,2,7,1,8,28,4,6,0
23,2,26,1,8,63,1,1,0
21,1,41,2,3,57,3,12,0
30,1,43,5,7,33,2,15,0
53,4,8,3,4,39,3,2,0
58,4,31,1,9,47,4,1,0
56,2,5,3,9,34,3,13,0
55,4,40,5,6,23,5,15,0
35,2,22,3,7,31,5,18,0
32,4,12,4,8,43,3,14,0
50,3,3,3,1,60,4,19,0
59,4,17,2,2,38,1,5,0
47,4,18,4,8,46,1,16,0
53,2,25,4,8,58,4,16,1
42,3,36,1,9,61,1,18,0
21,1,19,4,6,50,3,1,0
35,4,16,4,2,53,1,12,0
62,3,26,2,6,45,4,12,1
50,1,21,1,3,33,3,10,0
37,3,0,4,6,22,3,14,0
59,3,16,3,8,36,4,0,0
38,1,22,3,3,40,4,19,0
18,1,5,4,3,36,1,1,0
51,2,16,3,6,42,4,16,1
26,2,0,1,7,44,3,14,0
18,2,14,4,1,24,2,17,0
64,3,42,4,4,25,3,18,0
44,4,39,5,2,40,4,3,0
32,4,41,5,3,27,5,16,0
41,4,33,4,3,44,4,10,1
42,1,35,3,3,31,2,11,0
51,4,13,5,4,48,1,8,0
61,1,28,1,1,40,1,3,0
27,3,38,5,2,61,5,2,0
47,3,29,2,3,48,1,2,0
62,3,28,2,6,22,2,7,0
58,2,28,5,1,49,5,16,1
42,4,33,4,7,46,5,8,1
20,3,27,5,5,43,5,5,1
39,1,23,3,1,21,4,12,0
57,2,12,4,2,60,1,8,0
63,2,44,1,7,36,2,3,0
41,4,18,2,8,62,4,1,0
44,3,38,5,1,25,5,18,0
43,4,36,3,7,41,4,4,0
33,3,45,3,8,55,5,14,1
55,4,4,2,5,22,4,13,0
58,4,11,1,2,58,2,7,0
21,2,6,5,1,31,5,19,0
40,2,22,1,3,45,1,13,0
36,3,32,4,6,58,2,18,0
32,2,30,1,6,29,5,3,0
48,2,38,5,8,43,1,14,0
41,1,3,5,1,26,3,18,0
28,3,1,4,3,58,4,2,0
27,4,20,4,1,57,5,4,0
25,4,2,5,9,45,2,11,0
20,4,18,2,1,44,1,16,0
36,1,0,3,7,57,2,0,0
21,2,43,5,3,33,5,1,0
46,2,23,5,7,40,2,15,0
62,4,31,2,9,61,3,19,0
58,4,26,3,2,49,1,14,0
38,4,45,3,2,26,3,0,0
62,1,44,1,1,36,1,8,0
26,4,2,4,7,42,2,3,0
35,2,24,1,5,51,2,2,0
36,1,5,3,5,64,4,5,0
34,4,41,4,1,48,1,10,0
61,2,33,1,7,61,2,17,0
60,3,46,5,6,21,4,17,0
41,1,1,5,9,55,2,9,0
23,2,17,3,8,46,2,16,0
48,2,45,5,4,60,3,10,0
44,2,25,1,8,22,2,0,0
64,2,15,1,9,56,3,12,0
51,1,24,1,7,49,5,15,0
63,1,39,4,1,48,1,15,0
44,3,3,2,4,43,2,4,0
44,1,13,3,8,53,1,13,0
52,1,3,2,6,35,3,13,0
29,4,2,5,8,28,1,1,0
46,3,38,4,6,55,5,7,1
23,3,43,2,7,20,5,3,0
54,4,4,5,1,23,3,16,0
24,4,1,1,6,61,2,14,0
23,2,2,5,7,34,4,9,0
36,3,17,2,4,54,5,5,1
31,1,2,2,7,59,1,9,0
38,2,43,4,4,27,1,1,0
31,4,2,4,3,56,5,4,0
57,2,24,4,7,24,4,14,0
31,1,7,1,1,21,3,6,0
49,1,37,2,1,50,1,16,0
43,4,31,5,7,31,5,11,0
20,2,26,2,6,57,3,16,0
32,2,5,1,9,41,1,12,0
38,1,26,1,4,59,2,7,0
47,2,3,5,8,51,4,12,0
64,2,9,4,4,32,2,7,0
31,1,19,1,8,29,5,7,0
64,4,16,5,4,56,3,1,0
56,3,12,5,6,41,1,15,0
54,2,7,4,3,35,4,6,0
58,1,34,2,5,28,5,7,0
45,1,27,2,5,50,5,6,0
19,4,29,5,2,51,1,0,0
39,1,37,3,1,25,3,1,0
24,2,45,5,8,27,4,15,0
61,2,38,3,8,42,4,9,1
49,4,44,1,7,49,5,17,1
33,3,45,4,3,62,4,10,1
53,2,8,2,4,52,5,8,1
19,1,18,4,1,24,1,0,0
34,1,44,3,8,57,3,13,0
20,1,19,2,6,36,4,9,0
40,4,7,1,2,30,3,6,0
54,1,44,5,5,44,3,0,0
56,3,15,2,9,45,2,6,0
45,4,20,2,8,57,2,14,0
62,4,29,3,1,27,1,3,0
58,3,0,2,8,24,4,15,0
25,1,28,3,7,64,2,4,0
50,4,30,5,9,42,4,19,1
21,4,42,1,7,21,3,7,0
24,1,33,3,1,41,1,19,0
28,2,30,5,6,26,3,14,0
57,2,46,5,9,37,1,8,0
25,4,41,3,1,22,1,14,0
37,1,18,2,9,30,1,15,0
60,2,12,3,5,28,3,1,0
56,4,39,1,9,36,3,18,0
45,4,23,1,2,21,2,0,0
28,4,29,4,4,24,5,5,0
39,4,34,1,2,58,2,3,0
53,3,12,3,9,63,3,10,0
23,4,2,3,7,22,5,12,0
24,2,39,5,1,22,2,6,0
27,2,40,4,6,34,1,19,0
57,3,36,2,2,60,2,1,0
21,3,39,4,8,21,4,13,0
26,1,10,5,4,53,3,15,0
55,4,15,3,5,33,2,11,0
36,3,17,4,8,45,3,19,0
63,4,20,5,7,46,4,0,0
50,2,31,3,5,24,3,16,0
55,2,28,5,3,55,5,11,1
39,3,34,2,9,32,4,4,0
56,4,9,4,7,54,1,17,0
18,1,28,5,2,58,4,16,0
38,2,46,1,8,42,5,3,0
24,2,33,1,5,30,1,11,0
63,4,8,3,3,51,2,13,0
24,1,46,3,9,45,5,9,0
39,1,41,1,2,36,3,7,0
30,1,20,4,2,20,5,4,0
40,4,18,4,4,55,5,12,1
39,1,1,3,3,50,1,9,0
43,3,2,1,7,63,2,1,0
35,3,1,2,6,42,5,3,0
24,3,17,2,2,36,5,13,0
19,1,45,5,2,30,5,0,0
36,3,26,3,3,60,1,15,0
31,1,21,5,9,47,4,12,0
42,4,13,4,9,27,4,0,0
50,2,42,4,9,56,1,0,0
56,4,16,5,3,58,5,1,0
37,4,24,3,7,26,2,18,0
61,1,0,2,3,40,2,6,0
22,1,30,5,6,47,4,12,0
38,4,22,3,7,61,4,11,1
30,4,25,2,1,37,3,16,0
31,4,27,1,8,22,2,4,0
33,3,15,3,6,52,3,4,0
62,2,23,3,3,49,1,10,0
58,2,38,2,1,50,5,15,1
45,4,46,1,4,62,5,16,1
18,3,37,2,1,58,3,13,0
19,1,42,5,2,64,3,14,0
25,1,9,5,5,62,3,18,0
30,3,46,4,2,53,2,14,0
55,1,32,5,2,54,4,14,0
36,2,11,1,1,40,3,2,0
19,1,15,3,1,54,4,3,0
48,2,18,4,4,32,3,12,0
27,4,8,5,4,27,2,15,0
22,2,45,4,5,39,1,10,0
40,2,1,5,9,39,2,18,0
47,2,28,5,9,48,2,14,0
49,2,10,1,4,32,1,13,0
18,3,4,2,2,62,1,1,0
62,3,5,3,1,34,1,4,0
61,1,33,5,5,40,3,10,0
59,2,21,4,1,29,4,15,0
20,1,6,5,9,32,5,12,0
64,2,32,3,5,47,2,2,0
47,4,25,3,8,31,3,12,0
54,2,17,1,7,42,2,11,0
45,4,28,5,8,32,1,10,0
38,2,23,2,7,62,5,1,0
30,3,10,4,1,39,4,7,0
57,3,40,1,8,53,5,11,1
43,2,15,1,2,35,1,6,0
57,1,1,5,2,34,4,5,0
47,2,42,3,8,57,3,4,0
41,1,19,5,5,21,2,9,0
55,4,2,4,1,36,4,13,0
58,4,42,4,1,63,4,18,1
63,4,30,3,8,57,4,3,0
22,3,34,4,4,52,3,2,0
33,3,39,2,3,34,4,9,0
63,2,36,2,9,56,1,7,0
59,1,20,1,2,57,5,10,0
33,2,32,2,7,55,4,15,1
27,1,46,3,8,29,2,16,0
35,3,10,1,3,33,2,9,0
55,3,36,4,1,33,4,19,0
34,2,1,3,2,42,4,16,0
58,2,7,3,7,64,2,12,0
57,4,8,4,2,22,4,2,0
48,3,36,1,9,46,4,15,1
43,4,32,3,8,63,2,3,0
43,4,30,1,6,35,5,1,0
57,2,13,4,4,59,5,12,1
29,2,44,1,3,35,4,4,0
35,2,25,5,6,63,4,9,1
51,2,40,4,7,27,2,19,0
52,3,8,1,4,53,5,10,1
28,3,26,5,1,30,5,7,0
47,1,27,1,2,61,4,8,0
62,2,3,5,1,20,5,17,0
28,4,43,4,4,22,4,11,0
63,4,31,2,7,54,1,16,0
21,4,42,1,7,53,4,17,1
53,4,44,2,8,38,3,1,0
27,2,43,4,3,35,4,11,0
51,4,8,5,4,28,5,16,0
48,4,24,1,6,55,2,18,0
49,3,17,5,5,57,1,19,0
45,3,33,3,7,56,4,7,1
60,2,27,5,5,32,2,14,0
54,1,11,4,3,49,1,13,0
49,3,25,2,4,21,1,12,0
49,4,16,4,1,22,5,13,0
34,1,38,2,8,43,5,10,0
51,4,28,5,1,62,1,13,0
52,2,36,4,3,47,3,17,0
56,1,32,5,6,27,4,2,0
38,3,5,3,2,33,3,2,0
49,2,41,1,9,24,5,4,0
51,4,41,2,5,46,3,7,0
51,2,6,5,6,59,3,15,0
25,2,25,1,4,23,1,4,0
33,1,44,1,2,33,5,4,0
52,1,7,5,8,63,3,17,0
40,2,43,3,9,31,3,12,0
39,4,46,4,5,62,1,19,0
48,3,37,3,1,37,1,5,0
46,2,38,1,9,26,2,11,0
55,1,37,5,4,58,2,16,0
36,4,34,2,6,26,1,10,0
62,4,32,4,6,59,1,19,0
53,2,18,1,8,49,2,9,0
26,3,30,5,1,59,5,13,1
52,1,0,4,4,35,3,10,0
18,1,42,1,1,64,2,14,0
50,2,36,1,9,37,2,13,0
34,2,11,1,9,34,3,15,0
43,4,38,2,6,50,1,9,0
30,4,8,5,8,21,4,18,0
22,4,28,3,1,57,1,15,0
36,1,17,4,7,48,4,7,0
59,3,0,2,2,20,4,12,0
26,4,37,1,2,54,2,8,0
23,2,21,1,1,61,4,16,1
38,4,4,1,4,62,5,17,0
39,2,25,1,6,47,2,14,0
56,4,32,5,4,60,1,16,0
22,1,44,2,9,60,3,9,0
39,3,30,5,3,28,2,16,0
24,1,30,4,6,31,4,11,0
43,3,38,1,7,48,5,4,0
42,1,46,5,1,45,1,4,0
22,1,11,2,5,47,4,2,0
49,4,13,5,9,23,1,12,0
25,4,15,1,4,61,1,7,0
26,4,37,4,7,36,4,18,0
45,3,44,3,2,24,5,0,0
37,1,42,2,6,52,2,7,0
21,2,36,5,2,51,5,9,1
20,2,43,2,6,58,5,18,1
61,2,26,4,7,45,2,11,0
58,2,5,2,2,34,3,14,0
59,4,22,1,7,64,2,19,0
28,3,22,1,8,24,5,14,0
46,4,24,4,4,62,3,17,0
60,1,35,3,7,47,3,17,0
39,3,39,5,1,35,1,4,0
25,2,3,1,7,29,2,7,0
63,4,22,1,2,20,4,9,0
51,4,18,4,7,36,1,6,0
48,1,33,4,1,20,3,14,0
21,4,15,4,8,43,2,8,0
32,1,8,5,4,61,4,0,0
35,3,1,5,7,21,2,4,0
28,3,43,4,6,62,4,3,0
44,3,2,5,4,49,4,6,0
36,2,10,2,9,45,2,0,0
26,1,24,3,6,26,2,9,0
42,3,14,3,2,52,4,11,1
39,3,44,5,3,58,3,8,0
40,3,10,2,2,38,4,1,0
54,4,40,3,7,26,3,9,0
27,2,37,3,7,29,5,15,0
34,2,37,4,9,62,1,13,0
30,1,23,2,9,31,3,10,0
21,4,44,1,3,39,1,19,0
49,4,39,3,3,51,4,8,1
45,2,0,2,3,45,3,2,0
47,2,9,3,9,39,1,12,0
63,3,27,3,6,48,4,8,1
57,1,7,3,3,52,3,19,0
38,4,26,2,8,34,5,10,0
32,1,22,3,1,27,1,6,0
20,3,30,3,8,48,3,12,0
34,1,27,4,3,41,3,1,0
32,3,2,3,9,52,2,4,0
50,4,39,2,6,29,4,1,0
22,1,8,5,8,25,3,10,0
25,4,42,1,6,42,2,13,0
26,3,2,2,6,57,3,13,0
43,3,2,3,5,56,1,2,0
19,1,22,4,2,53,2,1,0
54,4,36,1,7,27,5,3,0
53,2,35,5,4,29,2,17,0
29,3,3,1,4,52,3,12,0
36,4,27,2,9,49,2,14,0
44,4,9,2,4,41,1,19,0
41,4,17,3,9,59,5,5,1
19,2,5,4,5,46,4,12,1
33,3,39,4,2,46,3,6,0
19,2,2,5,4,45,2,11,0
38,2,22,4,1,58,5,7,1
27,1,39,4,3,54,1,17,0
59,4,32,2,9,56,4,8,1
34,3,24,5,7,47,3,6,0
29,1,27,1,9,31,2,17,0
24,3,10,1,1,31,5,1,0
26,4,2,3,4,45,1,14,0
63,3,20,4,9,33,2,8,0
27,2,14,1,7,38,2,14,0
33,4,35,5,2,38,3,17,0
18,3,3,2,2,29,4,2,0
26,1,44,4,5,30,4,5,0
30,2,41,1,7,38,4,3,0
33,2,46,1,2,51,5,8,1
51,4,28,2,8,63,2,1,0
58,4,5,5,6,44,5,13,1
47,2,23,1,1,58,3,10,0
30,4,27,2,3,41,2,10,0
25,3,16,3,9,48,3,6,0
28,4,32,1,5,32,5,12,0
48,2,22,2,9,47,4,16,1
60,3,42,1,6,33,1,11,0
28,4,4,3,2,41,4,11,0
24,3,19,3,9,29,1,11,0
18,1,33,5,2,30,2,11,0
40,4,17,3,6,42,1,5,0
49,3,46,5,8,54,4,3,0
32,2,37,5,3,42,4,14,1
35,4,0,1,9,62,4,16,0
45,1,46,3,2,30,3,17,0
31,1,18,2,3,23,1,8,0
30,3,10,3,2,57,1,0,0
51,3,16,4,4,57,1,15,0
37,3,40,4,7,25,3,13,0
41,3,22,1,2,43,4,14,1
45,3,1,2,3,49,1,1,0
28,1,29,2,6,46,1,15,0
45,3,20,5,1,54,1,7,0
39,4,24,2,2,25,3,4,0
47,3,36,4,4,27,3,13,0
55,1,36,3,7,44,1,6,0
34,2,12,3,7,22,3,8,0
39,4,36,3,5,30,2,9,0
18,2,25,5,5,27,1,2,0
37,4,1,1,6,60,4,2,0
22,2,22,1,2,64,4,10,1
50,3,10,5,5,48,3,12,0
62,1,1,1,1,51,4,2,0
18,2,5,2,3,33,4,15,0
61,4,9,5,7,47,5,6,1
26,2,7,5,1,58,4,10,1
49,2,12,2,4,21,2,15,0
43,3,4,3,1,41,4,4,0
62,2,22,5,8,38,5,14,0
59,2,21,1,3,42,1,0,0
23,4,29,1,6,21,2,3,0
47,4,37,5,6,23,3,16,0
57,4,33,3,9,41,5,12,1
40,4,3,5,1,58,4,0,0
56,3,9,4,1,24,4,7,0
42,4,24,2,1,31,1,14,0
42,1,42,3,7,40,3,18,0
30,3,9,4,3,41,1,0,0
42,3,33,5,5,58,3,8,0
34,2,39,2,3,27,3,15,0
61,1,16,1,9,55,3,7,0
44,4,28,3,7,45,1,1,0
28,3,25,5,9,43,1,16,0
23,4,0,5,8,30,3,3,0
32,1,36,5,4,60,3,14,0
54,3,7,5,7,41,2,11,0
49,2,24,2,5,33,2,5,0
41,2,7,1,3,54,5,14,1
28,4,13,3,7,44,5,8,1
59,3,45,2,3,50,4,0,0
46,1,14,2,5,53,4,10,0
25,3,18,4,4,51,4,0,0
54,1,40,1,4,52,3,4,0
27,4,30,4,6,41,1,17,0
27,2,46,1,5,41,1,12,0
18,4,11,4,3,25,3,15,0
62,4,19,5,6,60,5,7,1
40,1,20,3,7,40,5,0,0
35,2,12,3,4,38,3,18,0
40,2,39,3,2,44,1,18,0
22,4,30,2,9,23,4,17,0
55,3,7,1,2,36,4,15,0
48,2,16,3,6,53,1,4,0
59,1,25,5,8,39,5,3,0
56,4,45,1,3,51,2,11,0
37,4,10,1,9,21,2,15,0
46,4,41,4,6,56,1,15,0
50,2,7,4,8,52,4,9,1
56,3,46,3,2,38,3,11,0
49,2,3,5,7,52,4,7,0
42,1,30,5,8,52,2,17,0
61,4,28,2,8,30,1,10,0
44,4,43,3,5,58,2,8,0
40,4,3,3,8,61,5,0,0
64,1,32,2,6,30,4,17,0
19,4,14,1,2,40,2,2,0
21,1,22,4,1,27,1,5,0
42,4,6,1,8,51,5,16,1
62,4,0,4,7,20,2,9,0
40,1,4,5,2,46,2,1,0
58,2,45,1,8,22,5,1,0
53,3,22,5,2,52,4,17,1
58,1,6,4,3,40,1,6,0
40,4,41,4,3,36,2,2,0
50,3,42,4,4,59,5,9,1
45,3,33,2,3,33,3,5,0
25,3,6,4,7,60,1,2,0
50,2,41,4,9,56,2,4,0
46,2,4,5,7,62,3,5,0
32,1,13,5,5,21,2,1,0
32,1,3,4,3,42,5,7,0
54,3,0,3,1,36,1,3,0
36,3,5,4,6,32,5,3,0
60,2,12,1,8,64,5,0,0
38,4,11,2,9,23,2,4,0
52,2,39,4,8,35,5,11,0
43,1,43,1,3,43,4,2,0
45,2,34,3,9,38,5,3,0
39,4,1,5,6,40,3,0,0
53,4,38,2,6,40,1,0,0
33,2,39,5,1,28,5,11,0
29,4,31,5,9,61,1,8,0
45,1,2,3,6,38,3,11,0
24,3,5,3,1,53,2,9,0
50,3,4,5,5,52,1,12,0
41,3,39,4,9,59,1,8,0
28,2,6,1,1,26,1,7,0
32,3,28,4,2,47,3,9,0
36,1,39,2,2,24,1,15,0
32,1,4,3,7,44,3,16,0
26,3,8,4,1,50,4,2,0
30,1,35,5,5,34,5,17,0
46,3,31,2,4,23,2,1,0
43,4,6,1,8,46,5,9,1
40,2,33,4,2,40,4,7,0
34,4,4,4,5,41,5,5,0
22,2,20,4,2,24,4,15,0
33,4,42,3,3,49,2,19,0
56,4,19,4,2,31,1,8,0
47,4,35,5,6,51,4,8,1
38,4,0,2,6,22,3,12,0
22,3,24,1,5,64,3,8,0
43,3,25,4,8,24,5,8,0
60,2,42,5,3,36,3,10,0
47,1,7,4,5,31,3,12,0
39,2,27,3,7,42,4,10,1
62,4,45,2,4,57,5,5,1
19,2,17,1,2,24,5,18,0
61,1,12,3,1,63,1,8,0
29,1,42,2,1,56,5,14,0
59,2,36,5,2,35,3,5,0
44,1,27,5,5,34,2,15,0
43,2,44,3,5,41,3,14,0
62,1,25,4,2,63,3,13,0
61,4,32,1,1,45,3,5,0
42,1,3,5,7,57,4,18,0
36,4,11,3,2,49,1,0,0
44,2,7,5,4,55,2,18,0
34,2,6,4,9,23,5,3,0
23,1,32,1,4,38,4,19,0
40,2,37,3,1,46,5,6,1
35,3,34,2,4,57,1,1,0
60,2,40,1,2,31,1,1,0
61,1,18,5,3,32,1,17,0
19,2,19,3,9,20,1,18,0
62,3,24,2,2,27,1,1,0
36,1,22,1,6,43,1,12,0
21,3,9,3,2,38,5,14,0
50,4,15,4,1,53,3,1,0
51,1,30,5,3,37,5,0,0
49,2,37,1,1,36,5,8,0
35,4,4,2,2,58,3,9,0
61,4,23,5,8,26,1,14,0
26,3,35,5,3,34,1,15,0
54,1,7,3,8,24,5,5,0
53,1,10,2,9,25,1,5,0
20,2,29,5,8,64,3,2,0
35,3,28,1,7,33,3,0,0
57,2,40,2,1,34,1,18,0
42,4,21,1,3,47,3,6,0
19,4,29,5,5,52,1,2,0
61,4,19,1,7,47,2,16,0
18,2,13,5,1,61,1,6,0
41,4,25,4,7,47,2,9,0
41,2,39,3,7,64,5,7,1
59,1,1,5,2,49,2,12,0
57,3,42,1,6,28,2,17,0
21,2,32,3,7,35,5,3,0
52,4,4,2,9,52,1,17,0
52,2,27,4,1,38,3,13,0
29,2,19,3,3,50,2,1,0
40,3,5,4,6,39,3,9,0
39,2,20,2,4,30,5,7,0
43,3,34,5,4,27,1,14,0
21,3,18,4,2,31,3,15,0
24,1,8,3,7,33,5,3,0
40,1,35,4,5,24,2,14,0
48,4,8,2,3,32,4,9,0
24,1,15,2,2,35,4,18,0
39,3,36,4,1,24,3,18,0
56,3,4,1,6,58,4,6,0
57,4,11,3,5,35,4,17,0
36,4,22,4,2,32,5,16,0
47,1,26,5,5,38,1,17,0
43,4,41,2,8,34,3,16,0
58,2,0,1,2,25,1,0,0
39,4,10,4,4,30,4,19,0
26,3,24,2,7,63,4,3,0
63,4,12,4,4,31,4,0,0
46,2,23,1,3,22,5,2,0
49,2,36,2,9,22,2,4,0
35,2,46,1,3,44,4,15,1
48,3,1,3,3,64,1,15,0
49,1,1,2,3,58,5,8,0
26,3,38,3,6,23,3,6,0
47,3,33,1,4,39,3,5,0
54,1,33,5,2,55,2,9,0
49,1,41,1,2,21,3,5,0
25,3,4,4,4,33,4,5,0
41,3,41,1,3,56,4,5,1
21,4,14,3,5,22,1,4,0
63,2,9,4,3,29,2,1,0
34,3,5,4,6,55,4,13,1
38,2,18,1,5,33,1,5,0
26,1,23,4,2,25,2,9,0
22,3,21,1,7,49,3,3,0
22,1,35,5,5,50,4,6,0
47,4,37,4,3,53,2,4,0
23,4,28,5,6,59,5,5,1
55,2,6,4,8,38,1,3,0
25,2,27,1,7,57,2,11,0
63,4,15,2,7,32,4,13,0
50,4,43,3,9,41,2,14,0
32,4,19,4,3,21,3,8,0
54,2,44,3,1,63,1,12,0
26,1,36,3,6,51,5,0,0
20,4,39,3,5,56,4,6,1
48,1,29,4,7,61,1,15,0
56,2,33,2,2,47,4,12,1
24,1,28,4,3,26,4,18,0
33,2,41,5,7,23,5,11,0
45,2,9,1,7,46,3,3,0
52,3,29,1,3,56,5,7,1
32,4,37,3,6,61,4,6,1
24,1,4,5,6,37,1,0,0
52,2,10,3,6,40,4,4,0
48,1,27,1,8,57,4,3,0
55,1,9,3,6,36,4,17,0
25,4,25,2,7,45,4,16,1
55,4,5,1,4,30,3,3,0
33,2,40,2,1,45,4,7,1
51,2,31,4,8,55,1,1,0
18,2,36,4,7,23,5,15,0
36,2,28,4,7,56,5,5,1
31,1,3,1,4,25,5,5,0
36,3,35,1,8,52,1,8,0
40,3,42,5,9,55,3,16,0
21,4,39,3,8,50,1,13,0
51,1,33,3,2,39,4,5,0
19,2,29,3,4,36,5,3,0
29,3,18,5,7,48,4,15,1
40,3,11,1,9,62,5,5,1
60,4,42,2,5,39,4,2,0
35,2,20,1,7,43,4,12,1
49,4,23,2,9,28,3,13,0
34,4,13,3,7,56,1,15,0
48,3,9,3,1,37,1,2,0
53,1,39,5,2,43,5,13,0
43,1,13,2,7,60,3,17,0
29,1,2,2,1,61,3,16,0
52,2,25,3,6,39,4,18,0
33,4,37,3,6,38,3,15,0
21,1,40,3,6,34,1,9,0
45,4,39,3,2,24,1,3,0
55,2,11,5,9,29,1,0,0
50,1,0,4,5,62,4,17,0
54,3,7,4,5,45,3,16,0
27,1,11,5,5,60,1,5,0
48,1,33,4,4,51,4,10,0
31,4,34,3,2,37,2,3,0
22,1,3,5,1,25,3,11,0
27,4,26,1,5,62,5,3,0
42,1,17,3,5,55,3,9,0
58,1,9,1,8,55,1,8,0
62,4,18,3,8,43,3,13,0
34,2,17,4,5,48,3,17,0
37,2,30,5,2,59,4,4,0
50,3,13,4,5,57,4,1,0
26,2,2,4,5,55,4,0,0
48,1,44,1,9,51,5,8,0
22,4,19,3,8,27,3,18,0
63,4,43,2,6,54,3,7,0
46,4,19,5,6,31,3,9,0
64,2,29,2,6,62,3,8,0
21,1,33,2,5,26,4,2,0
48,1,30,4,2,63,4,3,0
21,4,45,4,9,43,4,19,1
35,1,7,5,3,27,2,0,0
35,3,1,3,2,39,5,17,0
57,2,25,5,7,57,2,4,0
51,1,6,3,7,44,2,4,0
31,4,21,3,4,35,4,18,0
43,2,31,1,4,58,1,3,0
40,4,37,2,4,39,4,5,0
50,1,33,1,7,57,1,7,0
34,1,33,1,7,32,4,8,0
59,4,1,1,7,40,5,10,0
49,2,40,4,1,27,3,2,0
52,1,22,2,1,32,2,2,0
60,3,23,4,5,52,3,6,0
47,2,14,3,8,35,1,9,0
32,4,26,5,1,48,1,0,0
24,3,25,5,1,57,3,0,0
23,1,33,1,5,54,3,18,0
26,1,9,3,6,43,5,1,0
30,4,13,3,2,38,2,13,0
57,4,36,5,9,44,1,4,0
35,4,5,3,7,62,5,7,1
52,3,12,4,3,35,1,9,0
18,1,32,2,1,46,5,16,0
41,2,4,2,3,55,2,13,0
53,2,43,5,4,38,5,7,0
33,3,29,4,8,64,4,0,0
35,2,4,1,4,60,3,4,0
20,1,7,4,4,59,1,1,0
63,2,22,1,9,54,4,15,1
59,3,5,2,9,50,2,17,0
54,3,32,1,3,25,2,15,0
25,1,35,2,8,22,3,1,0
35,3,26,2,9,51,5,19,1
46,2,29,4,6,30,4,15,0
54,1,12,2,1,39,3,2,0
44,4,8,5,4,56,1,3,0
61,2,40,3,9,50,2,8,0
46,1,5,5,8,54,1,0,0
21,1,0,2,8,25,1,17,0
29,1,15,3,8,46,5,5,0
30,1,37,2,3,63,1,14,0
31,2,29,3,8,36,2,8,0
31,1,18,4,9,43,4,14,0
27,1,12,5,8,42,2,18,0
39,1,12,2,9,26,4,11,0
26,4,21,1,4,57,3,7,0
41,2,24,4,3,20,2,10,0
34,4,7,2,5,64,1,14,0
41,3,14,2,2,48,5,13,1
22,3,46,4,8,54,4,2,0
51,3,37,4,7,35,1,3,0
59,1,42,1,8,23,1,19,0
18,3,20,4,6,48,3,19,0
44,1,43,5,8,61,3,16,0
57,1,45,5,2,38,1,17,0
25,1,23,5,3,20,2,11,0
23,2,15,1,2,33,2,19,0
22,2,16,3,8,50,4,19,1
35,3,43,4,4,52,5,5,1
24,3,10,1,7,36,3,18,0
53,3,27,5,2,42,1,1,0
50,2,36,4,8,54,5,2,0
51,2,17,2,8,55,1,12,0
49,2,37,5,9,28,2,4,0
20,2,18,3,3,28,1,2,0
18,2,3,1,2,30,5,19,0
38,3,34,2,2,45,1,14,0
30,3,31,5,9,29,2,11,0
25,4,22,1,6,45,2,5,0
61,4,33,3,1,39,1,8,0
47,1,46,2,4,27,3,8,0
25,4,46,3,3,35,2,17,0
44,3,12,4,8,31,2,16,0
56,4,0,2,8,38,5,19,0
40,4,15,3,3,42,5,5,1
25,2,23,2,3,37,3,18,0
32,3,6,2,3,53,1,1,0
24,4,25,4,8,24,1,17,0
29,4,11,1,7,61,2,7,0
53,4,45,2,5,56,2,4,0
55,1,45,5,8,58,2,13,0
60,2,46,4,9,21,3,6,0
47,1,38,2,9,57,3,10,0
27,3,30,2,8,25,3,8,0
36,3,24,1,3,35,4,13,0
35,2,36,3,1,47,1,3,0
61,2,21,1,8,43,2,9,0
37,1,1,3,6,31,3,16,0
19,2,39,4,6,33,2,16,0
47,4,25,3,9,22,2,5,0
61,3,29,3,3,41,1,4,0
60,4,30,1,8,36,3,12,0
64,1,28,2,7,48,5,16,0
60,2,21,1,7,39,2,9,0
28,1,31,4,7,25,3,19,0
39,1,2,4,1,34,3,12,0
59,1,37,1,8,50,3,11,0
36,2,29,2,2,35,4,9,0
20,3,6,2,5,41,1,15,0
21,1,37,3,3,21,4,4,0
52,4,30,1,8,25,5,0,0
64,3,32,5,5,41,3,5,0
55,4,30,1,1,55,2,2,0
26,4,43,1,8,43,1,6,0
25,4,3,5,4,21,3,3,0
51,1,42,3,6,43,3,12,0
64,1,39,1,9,29,3,14,0
48,4,4,2,1,55,4,8,0
57,1,42,2,1,36,2,1,0
36,1,46,4,6,26,5,9,0
54,4,46,2,5,38,4,19,0
49,4,11,5,7,56,1,1,0
61,4,34,5,1,32,5,9,0
61,4,19,3,8,21,4,6,0
45,3,28,4,8,46,3,12,0
58,4,15,4,6,35,2,6,0
35,1,38,1,7,39,4,5,0
42,2,16,5,8,20,3,12,0
